row_index,text_used,job_title,employer,state,salary_low_end,salary_high_end,pay_basis,skill_categories_required,skill_categories_preferred,skill_categories_mentioned,election_security_explicit,degree_required,degree_field,min_years_experience,experience_can_substitute,certifications_required,certifications_preferred,certifications_substitutable,job_classification,classification_confidence,position_elected,full_time,remote_hybrid,registered_voters,text_confidence
406,stub,Vote by Mail Manager,Palm Beach County,Florida,,,,ops|data|personnel|budget,,ops|data|personnel|budget,False,,,,,,,,election_official,high,,,,,high
407,stub,Vote by Mail Specialist,Leon County Supervisor of Elections,Florida,,,,ops|pm,legal,ops|pm|legal|personnel,False,,,,,,,,election_official,high,False,True,on_site,,high
408,stub,Warehouse Supervisor,DeKalb County,Georgia,,,,ops|personnel|budget|data,,ops|personnel|budget|data,False,,,,,,,,not_election_official,high,,,,,high
409,full_text,Departmental Specialist 13 - Elections Security & Standards - Election Review Specialist,"State of Michigan, Department of State, Bureau of Elections",Michigan,61526.4,91832.0,yearly,ops|legal|intergovt,comms|pm,intergovt|pm|ops|legal|comms,True,bachelor,,4.0,,,,,election_official,high,False,True,hybrid,,high
410,full_text,IT Voting Equipment Analyst (Business Analyst I),Fairfax County,Virginia,66103.86,110173.86,yearly,it_cyber|data,it_cyber|ops|pm|intergovt|data|bilingual,it_cyber|ops|data|pm|intergovt|bilingual|legal,True,bachelor,"business, computer science or a field related to elections/IT",0.5,True,,,,election_official,high,False,True,on_site,,high
411,full_text,Departmental Specialist 13 - Elections Security & Standards Voting Systems Specialist,"State of Michigan, Department of State",Michigan,61526.4,91832.0,yearly,it_cyber|vr|pm,comms|personnel,it_cyber|pm|personnel|vr|comms,True,bachelor,any,4.0,True,,,,top_election_official,high,False,True,hybrid,,high
412,stub,"Associate Director, Political Science, MIT Election Data and Science Lab",MIT Election Data and Science Lab,,,,,pm|comms|data,legal,pm|comms|data|legal,False,bachelor,Political Science,5.0,True,,,,not_election_official,high,False,,,,high
413,stub,Board of Elections Training Specialist,Wake County Board of Elections,North Carolina,27.1,28.1,hourly,ops|pm|comms,,ops|pm|comms|legal|data,False,,,,,,,,election_official,high,False,,,,high
414,stub,Chief Deputy Election Commissioner,Sedgwick County,Kansas,,,,ops|personnel|pm|legal|comms,,ops|personnel|pm|legal|comms|intergovt,False,,,,,,,,top_election_official,high,False,True,on_site,,high
415,full_text,"Chief, Voting Section","U.S. Department of Justice, Civil Rights Division",,141022.0,212100.0,yearly,legal|personnel|budget|comms|intergovt,,legal|personnel|budget|pm|comms|intergovt,False,bachelor,Law,,False,Juris Doctorate from ABA-accredited law school|Active bar membership,,,not_election_official,high,False,True,,,high
416,stub,Director of Elections and Voter Registration,Spartanburg County,South Carolina,75000.0,85000.0,yearly,ops|vr|personnel|gis,,ops|vr|personnel|gis|comms,False,,,,,Certified Poll Manager,,,top_election_official,high,False,True,,,high
417,stub,Director of the Elections Division,Ohio Secretary of State's Office,Ohio,,,,ops|vr|legal|data|pm|personnel|budget|comms|intergovt,,ops|vr|legal|it_cyber|data|pm|personnel|budget|comms|intergovt,False,,,,,,,,top_election_official,high,False,,,,high
418,full_text,IT Coordinator,St. Johns County Supervisor of Elections Office,Florida,80000.0,92500.0,yearly,it_cyber|personnel|budget|data,vr|legal|ops,it_cyber|personnel|budget|data|vr|legal|ops,True,bachelor,"computer science, information technology, or a related field",10.0,True,,,,election_official,high,False,True,on_site,,high
419,stub,Voter Registration Technician,DeKalb County,Georgia,37182.0,59864.0,yearly,vr|data|ops,,vr|data|ops|gis|personnel,False,,,,,,,,election_official,high,False,,,,high
420,stub,"Program Officer, Election Trust Initiative","Election Trust Initiative, LLC",,,,,,intergovt|comms|pm|budget,intergovt|comms|pm|budget,False,,,,,,,,not_election_official,high,False,,hybrid,,high
421,full_text,Data Analyst,Boulder County Clerk and Recorder's Office,Colorado,68976.0,99300.0,yearly,data,ops,data|ops,False,,,,,,,,election_official,high,False,True,on_site,,high
422,stub,Election Advisor to Democracy Resilience Network,The Carter Center,,,,,,,comms|intergovt|legal,True,,,,,,,,not_election_official,high,False,,,,high
423,full_text,Elections & Special Districts Director,Cochise County,Arizona,85000.0,100000.0,yearly,ops|legal|it_cyber|data|pm|personnel|budget|comms|intergovt,gis,ops|legal|it_cyber|data|pm|personnel|budget|comms|intergovt|gis,True,,,,,Election Officer Certification,,,top_election_official,high,False,True,on_site,,high
424,stub,HAVA Grant Manager,Idaho Secretary of State's Office,Idaho,25.0,27.0,hourly,budget|legal,data|intergovt,budget|legal|data|intergovt,False,,,,,,,,not_election_official,high,,False,,,high
425,stub,Legal and Electoral Dispute Resolution Expert,The Carter Center,,,,,legal,,legal|comms|intergovt,False,,,,,,,,not_election_official,high,,,,,high
426,full_text,Elections Analyst (Analyst I) – Limited Duration,City of Portland,Oregon,93516.8,114982.4,yearly,ops|legal|data|comms,ops|legal,ops|legal|data|comms|intergovt,False,associate,"public administration, political science, communications, quantitative methods, or related field",1.0,True,,,,election_official,high,False,True,on_site,,high
427,full_text,Manager Election Administration - Vote by Mail,City of Minneapolis,Minnesota,84423.04,98777.12,yearly,ops|legal|data|pm|personnel|budget|comms,it_cyber,ops|vr|legal|it_cyber|data|pm|personnel|budget|comms|intergovt,False,bachelor,relevant field,3.0,True,Election Administrator Certification,CERA (Certified Elections Registration Administrator),,election_official,high,False,True,on_site,,high
428,stub,Nonpartisan Election Observation and Election Administration Advisor,The Carter Center,,,,,,ops|comms|intergovt,ops|vr|comms|intergovt|legal,False,,,,,,,,not_election_official,high,False,,,,high
429,full_text,Support Specialist - Elections,Marion County,Oregon,27.56,36.94,hourly,it_cyber|ops|data,,it_cyber|ops|data|vr|gis|pm|personnel|comms,False,associate,"Computer Science, Business Information Systems, Information Science, Management Information Systems, or Science, Technology, Engineering or Math",,,,,,election_official,high,False,True,on_site,,high
430,full_text,Information Technology Security Analyst,Illinois State Board of Elections,Illinois,6264.0,8917.0,monthly,it_cyber|data,intergovt|comms,it_cyber|data|comms|intergovt,True,bachelor,"information technology, cybersecurity",2.0,True,,CISSP|SSCP|Security+|CEH|CISM|GSEC,,election_official,high,False,True,hybrid,,high
431,full_text,Director of Elections,Connecticut Secretary of State's Office,Connecticut,105678.0,144090.0,yearly,ops|vr|legal|it_cyber|intergovt|personnel|budget,comms,ops|vr|legal|it_cyber|intergovt|personnel|budget|comms,True,,,,,,,,top_election_official,high,False,True,on_site,,high
432,stub,Chief Fiscal Officer,Illinois State Board of Elections,Illinois,6250.0,10334.0,monthly,budget|data|personnel,,budget|data|personnel|pm|intergovt|legal,False,,,,,,,,not_election_official,high,,,,,high
433,full_text,Departmental Specialist 13 - Elections Security & Standards Voting Systems Specialist,"State of Michigan, Department of State",Michigan,61526.4,91832.0,yearly,it_cyber|pm,,it_cyber|pm|vr|comms|intergovt,True,bachelor,any,4.0,True,,,,top_election_official,high,False,True,hybrid,,high
434,full_text,Departmental Specialist 13 - Elections Security & Standards - Election Review Specialist,"State of Michigan, Department of State",Michigan,61526.4,91832.0,yearly,ops|legal|intergovt,comms|personnel|data,intergovt|personnel|ops|legal|comms|data,True,bachelor,any,4.0,True,,,,election_official,high,False,True,hybrid,,high
435,stub,Elections Director,Utah County,Utah,86652.8,99611.2,yearly,,,ops|vr,False,,,,,,,,election_official,high,False,,,,high
436,stub,Regional Sales Representative,Democracy Live,,,,,,,,False,,,,,,,,not_election_official,high,,,,,high
437,stub,Montana Nonpartisan Observation Coordinator and Election Administration Advisor,The Carter Center,Montana,,,,,,ops|comms|legal,True,,,,,,,,not_election_official,high,False,False,remote,,high
438,stub,Voter Outreach Specialist,DeKalb County,Georgia,44654.0,71893.0,yearly,comms|vr,,ops|vr|comms|data,False,,,,,,,,election_official,high,,,,,high
439,stub,Board of Elections Training Specialist,Wake County Board of Elections,North Carolina,27.1,28.1,hourly,pm|comms,,ops|pm|comms|personnel|legal,False,,,,,,,,election_official,high,,,,,high
440,stub,Assistant Director,Utah County Clerk,Utah,65540.8,75379.2,yearly,ops|vr|legal,,ops|vr|legal,False,,,,,,,,election_official,high,,True,,,high
441,stub,Voter Services Manager,Denver Elections Division,Colorado,93744.0,154678.0,yearly,vr|ops|legal|personnel,comms|data,comms|personnel|vr|legal|ops|data,False,,,,,,,,election_official,high,False,,,,high
442,stub,Voting System Specialist I,Illinois State Board of Elections,Illinois,3750.0,5834.0,monthly,it_cyber|ops,,it_cyber|ops|pm,True,,,,,,,,election_official,high,,,,,high
443,full_text,Administrator II,Maryland State Board of Elections,Maryland,59608.0,92290.0,yearly,ops|personnel|budget,ops|legal|pm|comms|intergovt,ops|vr|legal|pm|personnel|budget|comms|intergovt,False,high_school,,5.0,True,,law_degree,,election_official,high,False,True,hybrid,,high
444,stub,Elections Technology,Minnesota Secretary of State,Minnesota,44745.0,64728.0,yearly,,,it_cyber|ops|legal|data|comms,True,,,,,,,,election_official,high,False,,,,high
445,stub,Elections Training & Administration,Minnesota Secretary of State,Minnesota,44745.0,64728.0,yearly,,,ops|pm|comms,False,,,,,,,,election_official,high,False,,,,high
446,full_text,Assistant Registrar of Voters,Ventura County,California,115179.46,161267.04,yearly,ops|legal|personnel|budget,data|comms|intergovt,intergovt|budget|personnel|ops|legal|comms|data,False,,,,,,bilingual,,election_official,high,False,True,on_site,,high
447,full_text,Operations Manager,Santa Fe County,New Mexico,68598.4,96033.6,yearly,budget|personnel|pm,,budget|personnel|pm|data|comms,False,bachelor,"Public Administration, Business Administration, or related field",4.0,True,,,,not_election_official,high,False,True,on_site,,high
448,full_text,County Clerk-Recorder Specialist,Butte County,California,43201.6,57886.4,yearly,ops|legal|it_cyber|data|pm,gis|intergovt|comms,ops|vr|legal|it_cyber|data|pm|gis|intergovt|comms,True,,,,True,,,,election_official,high,False,True,on_site,,high
449,full_text,City Clerk,City of Petaluma,California,164883.0,,yearly,,ops,ops|comms|intergovt,False,bachelor,,5.0,,,Certified Municipal Clerk (CMC)|Master Municipal Clerk (MMC),,not_election_official,high,,,,,high
450,stub,Deputy General Counsel,Minnesota Secretary of State's Office,Minnesota,80137.0,118848.0,yearly,legal|data,,legal|data|vr,False,,,,,,,,not_election_official,high,False,True,,,high
451,stub,Deputy Director- Communications & Support Services,DeKalb County,Georgia,,,,ops|vr|personnel|data|comms,,ops|vr|legal|personnel|data|comms|gis,False,,,,,,,,top_election_official,high,False,,,,high
452,stub,Election Professional,The Elections Group,,,,,,ops|legal|comms|intergovt,ops|legal|comms|intergovt,True,,,,,,,,not_election_official,high,False,,hybrid,,high
453,stub,Legal and Electoral Dispute Resolution Expert,The Carter Center,,,,,legal,,legal|comms|intergovt,False,,,,,,,,not_election_official,high,False,,,,high
454,full_text,Operations Manager,Santa Fe County,New Mexico,68598.4,96033.6,yearly,budget|pm|personnel|data,it_cyber,budget|pm|personnel|data|it_cyber|comms|intergovt,False,bachelor,"Public or Business Administration, or related field",4.0,True,,,,election_official,high,False,True,on_site,,high
455,stub,Registration & Elections Supervisor,DeKalb County,Georgia,,,,ops|vr|legal|data|personnel,,ops|vr|legal|data|personnel|comms|it_cyber,False,,,,,,,,election_official,high,False,,,,high
456,stub,Voter Registration Specialist I,Illinois State Board of Elections,Illinois,3750.0,5834.0,monthly,vr|data,,vr|data|ops|comms,False,,,,,,,,election_official,high,False,True,,,high
457,stub,Voting System Specialist I,Illinois State Board of Elections,Illinois,3750.0,5834.0,monthly,it_cyber|ops,pm,it_cyber|ops|pm,True,,,,,,,,election_official,high,,,,,high
458,full_text,Administrative Specialist II (Elections Specialist - Chinese),King County Elections,WA,24.59,31.3,hourly,data|comms|bilingual,it_cyber,ops|vr|data|personnel|comms|bilingual|it_cyber,False,,,,,,,,election_official,high,False,True,on_site,1400000.0,high
459,stub,Board of Elections Training Specialist,Wake County Board of Elections,North Carolina,27.1,28.1,hourly,ops|comms|pm,data,data|ops|comms|pm,False,,,,,,,,election_official,high,,,,,high
460,stub,Operations Associate,NASED,,,,,,pm|budget|comms,pm|budget|comms|data,False,,,,,,,,not_election_official,high,,False,remote,,high
461,full_text,Administrative Specialist III (Ballot Collection Lead),King County Department of Elections,WA,27.09,34.47,hourly,ops|data|personnel,,ops|data|personnel|pm,True,,,,,,,,election_official,high,False,True,hybrid,1400000.0,high
462,full_text,Absentee Coordinator,City of Alexandria,Virginia,50587.94,89022.44,yearly,ops|vr|legal|data|personnel|comms,pm,comms|pm|personnel|legal|vr|ops|data,False,high_school,Public Administration,3.0,True,,,,election_official,high,False,True,on_site,,high
463,stub,Campaign Finance & Investigations Specialist,Oregon Secretary of State's Office,Oregon,4437.0,6800.0,monthly,legal|data|comms,,legal|data|comms|vr,False,,,,,,,,election_official,high,False,,,,high
464,full_text,Departmental Specialist 14 - Administrative Assistant & Special Projects Administrator for Director,Michigan Department of State,Michigan,32.62,48.65,hourly,,,ops|it_cyber|legal|pm|personnel|budget|intergovt,True,bachelor,,4.0,,,,,election_official,high,,True,hybrid,,high
465,stub,Election Specialist,Illinois State Board of Elections,Illinois,3750.0,5834.0,monthly,legal|ops|comms,,legal|ops|comms|pm,False,,,,,,,,election_official,high,False,,,,high
466,full_text,Bureau of Elections Help Desk Technician 7-9,"State of Michigan, Department of State",Michigan,43804.8,60153.6,yearly,comms,,ops|comms|legal,False,high_school,,1.0,True,,,,not_election_official,high,False,True,hybrid,,high
467,stub,Information Technology Specialist,Wake County Board of Elections,North Carolina,55534.0,74968.0,yearly,it_cyber|data,,it_cyber|data,True,,,,,,,,election_official,high,,,,,high
468,full_text,Election Specialist,Thurston County,Washington,3637.0,4837.0,monthly,vr|ops|data,legal|comms,vr|ops|data|legal|comms,False,high_school,,3.0,True,Election Certification,,,election_official,high,False,True,on_site,,high
469,stub,Elections Technician,Jefferson County Clerk and Recorder's Office,Colorado,21.5,26.79,hourly,vr|ops|data,,vr|ops|data|personnel,False,,,,,,,,election_official,high,False,,,,high
470,stub,Legal Intern,Illinois State Board of Elections,Illinois,,,,legal,,legal|data,False,,,,,,,,election_official,high,False,,,,high
471,stub,State Election Director,North Dakota Secretary of State's Office,North Dakota,6400.0,8100.0,monthly,ops|personnel|comms|intergovt,,ops|personnel|comms|intergovt,False,,,,,,,,top_election_official,high,False,True,,,high
